Date,AI_Platform,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,Query_Type,Input_Text,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Language,Response_Accuracy,Response_Speed_sec,Response_Time_Category,Correction_Needed,User_Return_Frequency,Customer_Support_Interactions,Region
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement SQL optimization in Python?,491,協助實作,5,2.07,48,西班牙文,0.9379,1.59,Fast,1,6,2,Turkmenistan
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in REST APIs:,386,debug,5,2.07,25,法文,0.9842,1.49,Fast,0,3,2,Pitcairn Islands
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement REST APIs in Python?,158,協助實作,5,2.07,32,英文,0.8977,1.36,Fast,0,5,3,Bosnia and Herzegovina
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in SQL optimization:,169,debug,5,2.07,39,英文,0.9854,1.7,Fast,0,4,2,Solomon Islands
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this REST APIs code:,359,code優化,5,2.07,19,英文,0.9028,1.63,Fast,0,8,0,Trinidad and Tobago
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain REST APIs algorithm,444,解說演算法,5,2.07,21,西班牙文,,1.61,Fast,0,8,1,Norfolk Island
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement REST APIs in Python?,138,協助實作,5,2.07,14,西班牙文,0.9235,1.4,Fast,0,8,1,Pitcairn Islands
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain SQL optimization algorithm,56,解說演算法,4,1.67,42,德文,0.9645,1.63,Fast,0,2,0,Trinidad and Tobago
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Draft a professional email about climate change,497,專業寫作,4,1.23,27,英文,0.7785,3.37,Standard,0,10,3,Syrian Arab Republic
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Explain climate change in simple terms,496,教育,5,1.63,36,英文,0.7409,3.49,Standard,1,3,1,Northern Mariana Islands
3,ChatGPT,800000,40000,40000,0.05,0.95,General,What are the 最好的做法 for personal finance?,319,最好的做法,4,1.23,29,中文,0.7333,3.38,Standard,0,3,3,Samoa
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Write a blog post about climate change,357,生成內容,3,0.83,11,中文,0.7739,3.25,Standard,0,9,2,Azerbaijan
3,ChatGPT,800000,40000,40000,0.05,0.95,General,Write a blog post about climate change,281,生成內容,5,1.63,37,中文,0.7454,3.34,Standard,0,6,3,Mongolia
3,ChatGPT,800000,40000,40000,0.05,0.95,General,What are the 最好的做法 for climate change?,76,最好的做法,5,1.63,32,西班牙文,0.7613,3.41,Standard,0,2,0,Panama
11,DeepSeek,2600000,260000,52000,0.02,0.95,Technical,Debug this error in REST APIs:,331,debug,5,2.18,18,法文,0.9157,0.75,Instant,0,1,2,Spain
11,DeepSeek,2600000,260000,52000,0.02,0.95,Technical,Explain neural networks algorithm,376,解說演算法,5,2.18,26,法文,0.8355,0.78,Instant,0,6,2,Senegal
11,DeepSeek,2600000,260000,52000,0.02,0.95,Technical,Explain SQL optimization algorithm,343,解說演算法,5,2.18,13,法文,0.8833,0.78,Instant,0,9,2,New Caledonia
11,ChatGPT,400000,20000,20000,0.05,0.95,General,Draft a professional email about personal finance,317,專業寫作,5,1.51,9,英文,0.8118,4.03,Standard,0,8,1,Lebanon
11,ChatGPT,400000,20000,20000,0.05,0.95,General,Explain AI ethics in simple terms,343,教育,3,0.71,38,西班牙文,0.8785,4.03,Standard,0,6,0,Suriname
11,ChatGPT,400000,20000,20000,0.05,0.95,General,Write a blog post about climate change,118,生成內容,4,1.11,17,德文,0.8598,4.03,Standard,0,3,0,Bosnia and Herzegovina
11,ChatGPT,400000,20000,20000,0.05,0.95,General,Write a blog post about climate change,482,生成內容,4,1.11,39,中文,0.7955,4.21,Standard,1,2,1,Faroe Islands
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Debug this error in neural networks:,390,debug,5,2.14,19,英文,0.9292,1.33,Fast,0,2,2,Madagascar
1,DeepSeek,1100000,110000,22000,0.02,0.95,General,How to implement REST APIs in Python?,301,協助實作,5,2.14,57,法文,,1.14,Fast,0,8,3,Denmark
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Explain SQL optimization algorithm,131,解說演算法,5,2.14,38,西班牙文,0.9266,1.19,Fast,0,6,0,Malaysia
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Explain SQL optimization algorithm,129,解說演算法,5,2.14,43,英文,0.9699,1.09,Fast,0,2,2,Brunei Darussalam
1,DeepSeek,1100000,110000,22000,0.02,0.95,General,How to implement REST APIs in Python?,189,協助實作,4,1.74,44,英文,0.8903,0.95,Fast,1,8,1,Sierra Leone
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Explain neural networks algorithm,95,解說演算法,4,1.74,52,英文,0.9061,1.29,Fast,1,6,2,Guinea-Bissau
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Debug this error in REST APIs:,344,debug,4,1.74,41,西班牙文,0.8938,1.3,Fast,1,8,3,Venezuela
1,DeepSeek,1100000,110000,22000,0.02,0.95,General,How to implement SQL optimization in Python?,184,協助實作,5,2.14,13,西班牙文,0.9513,1.06,Fast,0,7,1,Guatemala
1,DeepSeek,1100000,110000,22000,0.02,0.95,General,How to implement REST APIs in Python?,340,協助實作,5,2.14,34,西班牙文,0.9496,1.08,Fast,1,8,2,Martinique
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Debug this error in neural networks:,364,debug,5,2.14,31,西班牙文,0.9259,1.33,Fast,0,8,1,Lebanon
1,DeepSeek,1100000,110000,22000,0.02,0.95,Technical,Debug this error in SQL optimization:,393,debug,5,2.14,21,英文,0.9124,1.08,Fast,0,2,3,Malta
1,DeepSeek,1100000,110000,22000,0.02,0.95,General,How to implement SQL optimization in Python?,261,協助實作,5,2.14,33,法文,0.8951,1.01,Fast,0,4,3,Bhutan
4,ChatGPT,750000,37500,37500,0.05,0.95,General,Explain climate change in simple terms,188,教育,5,1.4,23,西班牙文,0.8582,4.75,Standard,0,8,2,Anguilla
4,ChatGPT,750000,37500,37500,0.05,0.95,General,Write a blog post about AI ethics,105,生成內容,4,1,34,德文,0.8716,4.77,Standard,0,5,2,Japan
4,ChatGPT,750000,37500,37500,0.05,0.95,General,What are the 最好的做法 for personal finance?,453,最好的做法,4,1,28,德文,0.8693,4.83,Standard,0,1,1,Angola
4,ChatGPT,750000,37500,37500,0.05,0.95,General,Draft a professional email about AI ethics,421,專業寫作,5,1.4,33,法文,0.8503,4.78,Standard,0,6,3,Malawi
8,DeepSeek,2150000,215000,43000,0.02,0.95,Technical,Optimize this REST APIs code:,175,code優化,5,2.19,17,法文,0.9206,0.74,Instant,1,7,2,Bermuda
8,DeepSeek,2150000,215000,43000,0.02,0.95,Technical,Explain neural networks algorithm,105,解說演算法,5,2.19,21,英文,0.9217,0.97,Instant,0,10,1,Kenya
8,DeepSeek,2150000,215000,43000,0.02,0.95,Technical,Explain REST APIs algorithm,455,解說演算法,5,2.19,53,中文,0.918,0.89,Instant,0,1,0,Cote d'Ivoire
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Write a blog post about personal finance,472,生成內容,5,1.78,24,法文,0.8124,2.74,Fast,1,5,1,Honduras
1,ChatGPT,900000,45000,45000,0.05,0.95,General,What are the 最好的做法 for climate change?,123,最好的做法,4,1.38,28,法文,0.7486,2.61,Fast,1,6,1,Macao
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Draft a professional email about climate change,187,專業寫作,4,1.38,25,中文,0.8172,2.58,Fast,0,9,2,Pitcairn Islands
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Write a blog post about climate change,234,生成內容,3,0.98,6,德文,0.7355,2.75,Fast,0,4,1,Barbados
1,ChatGPT,900000,45000,45000,0.05,0.95,General,What are the 最好的做法 for climate change?,242,最好的做法,5,1.78,25,法文,0.7619,2.81,Fast,0,4,2,Turkmenistan
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Explain personal finance in simple terms,328,教育,3,0.98,8,英文,0.7427,2.64,Fast,0,5,1,Hong Kong
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Explain climate change in simple terms,439,教育,4,1.38,23,西班牙文,0.7816,2.56,Fast,0,8,3,Egypt
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Explain AI ethics in simple terms,91,教育,4,1.38,10,中文,0.8213,2.48,Fast,0,7,3,Korea
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Explain personal finance in simple terms,408,教育,3,0.98,36,西班牙文,0.8066,2.8,Fast,0,3,2,Chad
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Write a blog post about climate change,478,生成內容,4,1.38,10,西班牙文,0.8183,2.53,Fast,1,6,1,Timor-Leste
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Draft a professional email about AI ethics,492,專業寫作,5,1.78,6,德文,0.7395,2.82,Fast,0,2,0,Tanzania
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Explain climate change in simple terms,104,教育,3,0.98,21,德文,0.7533,2.83,Fast,1,2,2,Chad
1,ChatGPT,900000,45000,45000,0.05,0.95,General,What are the 最好的做法 for climate change?,446,最好的做法,4,1.38,15,西班牙文,0.7584,2.51,Fast,0,3,2,Slovenia
1,ChatGPT,900000,45000,45000,0.05,0.95,General,What are the 最好的做法 for climate change?,277,最好的做法,5,1.78,36,中文,0.7467,2.61,Fast,0,2,1,Jamaica
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Explain REST APIs algorithm,162,解說演算法,5,2.2,50,西班牙文,0.8898,0.99,Instant,0,4,0,Switzerland
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Explain REST APIs algorithm,289,解說演算法,5,2.2,42,西班牙文,0.8933,0.63,Instant,0,7,1,Austria
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Debug this error in SQL optimization:,250,debug,5,2.2,49,英文,,0.78,Instant,0,4,1,Hungary
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Optimize this REST APIs code:,83,code優化,4,1.8,38,德文,0.9447,0.84,Instant,0,1,2,South Africa
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Optimize this neural networks code:,318,code優化,5,2.2,39,西班牙文,0.8631,0.92,Instant,0,7,0,India
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Optimize this SQL optimization code:,250,code優化,4,1.8,41,西班牙文,0.9209,0.88,Instant,0,8,3,Poland
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Optimize this SQL optimization code:,254,code優化,5,2.2,44,法文,0.9126,0.68,Instant,0,6,0,Gibraltar
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Debug this error in REST APIs:,340,debug,4,1.8,36,英文,0.924,0.9,Instant,0,9,1,Norway
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about climate change,300,生成內容,5,1.8,21,英文,0.9218,2.87,Fast,1,6,1,Hungary
8,ChatGPT,550000,27500,27500,0.05,0.95,General,What are the 最好的做法 for AI ethics?,119,最好的做法,4,1.4,23,法文,0.9088,2.8,Fast,0,6,2,Georgia
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain AI ethics in simple terms,416,教育,4,1.4,37,英文,0.9048,2.69,Fast,0,2,2,San Marino
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain AI ethics in simple terms,461,教育,5,1.8,14,西班牙文,0.8911,2.7,Fast,0,7,3,Sudan
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain personal finance in simple terms,209,教育,4,1.4,17,法文,0.8677,2.58,Fast,0,6,2,Greenland
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about personal finance,242,專業寫作,5,1.8,9,法文,0.8618,2.61,Fast,0,2,3,Taiwan
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about climate change,323,專業寫作,3,1,29,中文,0.8788,2.85,Fast,0,1,2,Korea
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain personal finance in simple terms,226,教育,3,1,33,德文,0.9183,2.63,Fast,0,7,2,Mauritania
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain personal finance in simple terms,127,教育,5,1.8,11,德文,0.8665,2.89,Fast,0,6,0,Uruguay
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about climate change,228,專業寫作,3,1,14,英文,0.9287,2.96,Fast,0,6,2,Croatia
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about AI ethics,298,專業寫作,4,1.4,16,英文,0.8484,2.72,Fast,0,4,2,Thailand
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about AI ethics,395,生成內容,3,1,15,中文,0.8827,2.7,Fast,0,1,0,Iraq
8,ChatGPT,550000,27500,27500,0.05,0.95,General,What are the 最好的做法 for climate change?,254,最好的做法,5,1.8,40,英文,0.9248,2.67,Fast,0,4,3,Liberia
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about climate change,145,專業寫作,4,1.4,23,法文,0.8756,2.59,Fast,0,1,3,Svalbard & Jan Mayen Islands
8,ChatGPT,550000,27500,27500,0.05,0.95,General,What are the 最好的做法 for personal finance?,287,最好的做法,4,1.4,5,英文,0.8773,2.78,Fast,0,8,3,Cyprus
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain AI ethics in simple terms,343,教育,4,1.4,16,德文,0.8921,2.82,Fast,0,9,1,Cocos (Keeling) Islands
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement SQL optimization in Python?,446,協助實作,5,2.09,20,西班牙文,0.8447,1.33,Fast,1,7,0,Holy See (Vatican City State)
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement REST APIs in Python?,266,協助實作,5,2.09,36,中文,0.9242,1.52,Fast,0,8,0,Netherlands
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this neural networks code:,342,code優化,5,2.09,34,中文,0.8452,1.39,Fast,0,2,1,Ecuador
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in neural networks:,62,debug,5,2.09,28,英文,0.8316,1.28,Fast,0,7,1,Botswana
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement SQL optimization in Python?,229,協助實作,5,2.09,35,西班牙文,0.8839,1.31,Fast,0,3,1,Cambodia
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in neural networks:,348,debug,5,2.09,25,中文,0.9019,1.23,Fast,0,5,0,Thailand
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in SQL optimization:,488,debug,5,2.09,15,英文,0.8809,1.41,Fast,0,6,2,Finland
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in neural networks:,417,debug,5,2.09,11,德文,0.8845,1.26,Fast,0,2,3,Estonia
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain REST APIs algorithm,353,解說演算法,5,2.09,33,英文,0.8467,1.51,Fast,0,8,0,Rwanda
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain neural networks algorithm,169,解說演算法,5,2.09,28,中文,0.8534,1.28,Fast,0,3,0,Mayotte
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in REST APIs:,331,debug,5,2.09,57,西班牙文,0.9113,1.35,Fast,0,9,3,Syrian Arab Republic
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement neural networks in Python?,494,協助實作,5,2.09,49,中文,0.8319,1.2,Fast,0,1,0,Hong Kong
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in REST APIs:,432,debug,5,2.09,22,法文,0.9113,1.44,Fast,0,4,1,Bahrain
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this SQL optimization code:,75,code優化,5,2.09,48,西班牙文,0.8842,1.2,Fast,0,6,3,Jordan
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement neural networks in Python?,293,協助實作,5,2.09,35,德文,0.8861,1.39,Fast,1,5,2,Tuvalu
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Write a blog post about personal finance,385,生成內容,3,0.93,19,中文,,2.89,Fast,0,9,2,Uruguay
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,What are the 最好的做法 for climate change?,372,最好的做法,4,1.33,22,西班牙文,0.7811,2.92,Fast,0,4,3,Western Sahara
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Write a blog post about AI ethics,336,生成內容,5,1.73,30,德文,0.7825,2.65,Fast,0,8,0,Niue
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about AI ethics,422,專業寫作,4,1.33,16,西班牙文,0.7966,2.83,Fast,0,8,2,United Kingdom
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Write a blog post about AI ethics,205,生成內容,5,1.73,20,法文,0.7782,2.89,Fast,0,1,0,Sudan
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Write a blog post about AI ethics,158,生成內容,3,0.93,29,中文,0.7893,2.8,Fast,0,1,2,Bahrain
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about personal finance,403,專業寫作,4,1.33,5,西班牙文,0.7834,2.83,Fast,0,1,1,British Indian Ocean Territory (Chagos Archipelago)
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about climate change,377,專業寫作,4,1.33,24,西班牙文,0.7697,2.69,Fast,0,8,0,Bosnia and Herzegovina
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about climate change,128,專業寫作,3,0.93,25,德文,,2.99,Fast,0,8,2,Angola
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about climate change,126,專業寫作,3,0.93,30,中文,0.7121,2.65,Fast,1,7,0,French Polynesia
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Write a blog post about AI ethics,171,生成內容,4,1.33,39,德文,0.7488,2.66,Fast,0,5,2,Gibraltar
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Explain climate change in simple terms,337,教育,4,1.33,30,法文,0.7741,2.84,Fast,0,9,3,Tokelau
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Write a blog post about climate change,479,生成內容,5,1.73,22,英文,0.7805,2.98,Fast,0,5,0,French Southern Territories
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about climate change,282,專業寫作,3,0.93,27,西班牙文,0.7896,2.85,Fast,0,10,1,Italy
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about AI ethics,200,專業寫作,4,1.33,14,法文,0.7554,2.88,Fast,0,9,3,Dominica
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about AI ethics,76,專業寫作,3,0.93,31,中文,0.8015,2.97,Fast,0,10,2,Chile
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,What are the 最好的做法 for personal finance?,99,最好的做法,3,0.93,24,法文,0.7691,2.8,Fast,1,3,1,Slovenia
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Explain AI ethics in simple terms,453,教育,4,1.33,23,中文,0.7855,2.89,Fast,0,5,1,Vanuatu
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Draft a professional email about personal finance,357,專業寫作,3,0.93,34,法文,0.7206,2.93,Fast,0,4,3,Papua New Guinea
10,ChatGPT,1050000,52500,52500,0.05,0.95,General,Explain personal finance in simple terms,150,教育,3,0.93,15,英文,0.744,3.01,Fast,0,9,3,Nauru
9,DeepSeek,500000,50000,10000,0.02,0.95,General,How to implement SQL optimization in Python?,115,協助實作,5,2.11,17,德文,0.8314,1.02,Fast,0,5,3,Kazakhstan
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Optimize this neural networks code:,325,code優化,5,2.11,25,西班牙文,0.8833,1.22,Fast,1,1,0,Bhutan
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Explain neural networks algorithm,398,解說演算法,5,2.11,58,英文,0.8989,1.11,Fast,1,9,3,Morocco
9,DeepSeek,500000,50000,10000,0.02,0.95,General,How to implement neural networks in Python?,221,協助實作,5,2.11,60,英文,,1.17,Fast,0,2,1,Faroe Islands
9,DeepSeek,500000,50000,10000,0.02,0.95,General,How to implement neural networks in Python?,178,協助實作,5,2.11,22,法文,0.889,1.25,Fast,0,4,1,Equatorial Guinea
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Debug this error in neural networks:,310,debug,5,2.11,46,中文,0.8346,1.1,Fast,0,8,1,Slovakia (Slovak Republic)
9,DeepSeek,500000,50000,10000,0.02,0.95,General,How to implement neural networks in Python?,216,協助實作,5,2.11,21,西班牙文,0.8674,1.29,Fast,0,2,0,Reunion
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Explain REST APIs algorithm,312,解說演算法,5,2.11,52,英文,0.8596,1.21,Fast,0,6,0,Kyrgyz Republic
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Optimize this REST APIs code:,292,code優化,4,1.71,42,中文,0.8993,1.11,Fast,0,8,0,Korea
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Explain neural networks algorithm,383,解說演算法,5,2.11,17,中文,0.8637,1.14,Fast,0,7,1,New Caledonia
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Explain REST APIs algorithm,223,解說演算法,4,1.71,17,英文,0.9184,1.07,Fast,0,6,3,Ukraine
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Optimize this REST APIs code:,277,code優化,5,2.11,24,法文,0.8638,1.25,Fast,0,2,3,Ukraine
9,DeepSeek,500000,50000,10000,0.02,0.95,Technical,Debug this error in SQL optimization:,203,debug,5,2.11,47,中文,0.9217,1.26,Fast,0,1,3,Samoa
6,ChatGPT,650000,32500,32500,0.05,0.95,General,What are the 最好的做法 for climate change?,290,最好的做法,4,1.29,37,中文,0.8822,3.09,Standard,1,1,0,British Virgin Islands
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about climate change,62,專業寫作,5,1.69,23,法文,0.8455,3.44,Standard,0,10,0,Guyana
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about AI ethics,221,專業寫作,4,1.29,37,法文,0.8353,3.13,Standard,0,5,2,Central African Republic
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Explain personal finance in simple terms,124,教育,4,1.29,34,中文,0.8629,3.32,Standard,1,4,1,Somalia
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in SQL optimization:,131,debug,4,1.66,20,中文,0.8782,1.6,Fast,1,5,3,Korea
7,DeepSeek,2000000,200000,40000,0.02,0.95,General,How to implement neural networks in Python?,484,協助實作,5,2.06,46,西班牙文,0.8563,1.53,Fast,0,3,0,Oman
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain neural networks algorithm,139,解說演算法,5,2.06,13,法文,0.8871,1.45,Fast,0,2,2,Jordan
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain SQL optimization algorithm,261,解說演算法,5,2.06,60,法文,,1.58,Fast,0,8,1,Saint Barthelemy
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in neural networks:,376,debug,5,2.06,42,英文,0.8927,1.48,Fast,0,3,1,Sudan
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this REST APIs code:,73,code優化,5,2.06,30,法文,0.8676,1.57,Fast,0,8,3,Morocco
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Optimize this neural networks code:,56,code優化,5,2.06,10,英文,0.9064,1.26,Fast,1,9,2,Chad
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Debug this error in SQL optimization:,185,debug,4,1.66,30,德文,0.8451,1.4,Fast,0,5,2,United States of America
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain neural networks algorithm,362,解說演算法,4,1.66,23,中文,0.8357,1.58,Fast,0,3,3,Cambodia
7,DeepSeek,2000000,200000,40000,0.02,0.95,Technical,Explain SQL optimization algorithm,231,解說演算法,5,2.06,21,法文,0.8671,1.4,Fast,0,2,2,Malawi
6,ChatGPT,650000,32500,32500,0.05,0.95,General,What are the 最好的做法 for personal finance?,372,最好的做法,3,0.77,24,德文,0.752,3.64,Standard,0,7,1,Colombia
6,ChatGPT,650000,32500,32500,0.05,0.95,General,What are the 最好的做法 for personal finance?,70,最好的做法,3,0.77,5,西班牙文,0.7622,3.66,Standard,0,2,3,Nicaragua
6,ChatGPT,650000,32500,32500,0.05,0.95,General,What are the 最好的做法 for personal finance?,289,最好的做法,4,1.17,24,西班牙文,0.7641,3.68,Standard,0,7,2,Central African Republic
6,ChatGPT,650000,32500,32500,0.05,0.95,General,What are the 最好的做法 for climate change?,465,最好的做法,3,0.77,19,英文,0.7497,3.76,Standard,0,2,2,Niue
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Explain climate change in simple terms,288,教育,4,1.17,23,中文,0.7765,3.82,Standard,0,10,3,Lao People's Democratic Republic
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about AI ethics,382,專業寫作,3,0.77,14,西班牙文,0.7544,3.77,Standard,1,7,0,Christmas Island
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about AI ethics,151,生成內容,5,1.57,11,德文,0.7771,3.81,Standard,0,6,0,United States Minor Outlying Islands
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about climate change,105,生成內容,5,1.57,8,英文,0.7654,3.86,Standard,0,2,3,Niger
6,ChatGPT,650000,32500,32500,0.05,0.95,General,What are the 最好的做法 for climate change?,197,最好的做法,5,1.57,34,德文,0.7619,3.69,Standard,1,2,0,Liechtenstein
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Draft a professional email about personal finance,229,專業寫作,3,0.77,8,西班牙文,0.8225,3.81,Standard,0,3,3,Lithuania
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about personal finance,465,生成內容,4,1.17,11,中文,0.748,3.52,Standard,0,8,3,France
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about AI ethics,443,生成內容,5,1.57,16,法文,0.793,3.68,Standard,1,6,1,Svalbard & Jan Mayen Islands
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Explain climate change in simple terms,322,教育,3,0.77,9,法文,0.7994,3.79,Standard,0,4,2,Burundi
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Explain climate change in simple terms,119,教育,4,1.17,32,英文,0.804,3.88,Standard,1,10,3,Burundi
6,ChatGPT,650000,32500,32500,0.05,0.95,General,Write a blog post about AI ethics,123,生成內容,4,1.17,20,法文,0.7937,3.63,Standard,0,8,2,Nauru
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Debug this error in REST APIs:,183,debug,5,2.26,29,中文,0.8886,0.6,Instant,1,5,3,Korea
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Explain SQL optimization algorithm,405,解說演算法,5,2.26,44,英文,0.8757,0.63,Instant,1,8,0,Eritrea
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Explain REST APIs algorithm,296,解說演算法,5,2.26,56,法文,0.9302,0.7,Instant,1,2,3,Belize
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Draft a professional email about AI ethics,306,專業寫作,4,1.29,29,英文,0.8205,3.08,Standard,0,4,0,Ghana
1,ChatGPT,900000,45000,45000,0.05,0.95,General,Draft a professional email about personal finance,458,專業寫作,3,0.89,17,德文,0.799,2.94,Standard,0,4,3,Norway
